S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
254,RURU,32.00,685.00,695.00,676.00,689.00,689.00,0.00,0.00,682.14,"10,233.00",698.00,"6,980,326.10",103,-9.00,19.00,-1.29,2.81,1.00,710.27,716.40,853.00,640.00
255,SABBL,36.58,"1,064.20","1,147.70","1,064.20","1,147.70","1,147.70",0.00,0.00,"1,146.30","6,820.00","1,043.40","7,817,750.00",682,104.30,83.50,10.00,7.85,0.12,0.00,0.00,"1,147.70",300.00
256,SADBL,33.68,441.00,442.00,430.00,430.30,430.30,0.00,0.00,433.15,"103,496.00",441.00,"44,829,581.90",201,-10.70,12.00,-2.43,2.79,-0.66,409.68,416.84,526.50,376.00
257,SAGAR,30.38,"1,910.00","1,960.00","1,910.00","1,955.00","1,955.00",0.00,0.00,"1,937.50","14,950.00","1,925.00","28,965,621.20",285,30.00,50.00,1.56,2.62,0.90,0.00,0.00,"2,439.00",319.50
258,SAGF,46.58,10.00,10.19,10.00,10.02,10.02,0.00,0.00,10.14,"8,622.00",10.00,"87,434.18",9,0.02,0.19,0.20,1.90,-1.21,9.67,9.81,11.31,8.79
259,SAHAS,31.47,613.30,619.40,610.10,611.90,611.90,0.00,0.00,613.96,"106,587.00",619.00,"65,440,037.70",739,-7.10,9.30,-1.15,1.52,-0.34,596.83,597.05,705.00,483.30
260,SAIL,31.03,"1,309.30","1,388.00","1,309.30","1,340.00","1,340.00",0.00,0.00,"1,340.18","80,779.00","1,336.00","108,258,105.10","1,190",4.00,78.70,0.30,6.01,-0.01,0.00,0.00,"1,690.00",301.70
261,SALICO,31.67,599.40,614.00,599.40,613.00,613.00,0.00,0.00,608.13,"10,623.00",611.60,"6,460,166.70",69,1.40,14.60,0.23,2.44,0.79,611.96,639.85,765.90,570.10
262,SANIMA,31.85,353.00,354.90,348.10,349.00,349.00,0.00,0.00,350.55,"95,513.00",353.00,"33,481,680.30",292,-4.00,6.80,-1.13,1.95,-0.44,329.78,333.90,391.00,294.30
263,SANVI,29.65,846.40,846.40,815.00,818.00,818.00,0.00,0.00,822.61,"33,056.00",829.90,"27,192,042.50",328,-11.90,31.40,-1.43,3.85,-0.56,706.92,0.00,"1,060.00",359.00
264,SAPDBL,33.53,831.00,860.00,822.00,853.00,853.00,0.00,0.00,844.52,"61,546.00",831.00,"51,976,776.80",441,22.00,38.00,2.65,4.62,0.99,829.93,882.78,"1,284.00",686.00
265,SARBTM,31.74,891.00,902.00,886.10,890.30,890.30,0.00,0.00,890.67,"29,683.00",902.10,"26,437,719.60",224,-11.80,15.90,-1.31,1.79,-0.04,881.90,881.14,"1,048.00",760.20
266,SBCF,26.51,9.55,9.70,9.55,9.60,9.60,0.00,0.00,9.65,"6,554.00",9.70,"63,269.60",14,-0.10,0.15,-1.03,1.57,-0.56,9.20,9.47,12.03,8.70
267,SBD87,36.50,"1,092.10","1,092.10","1,092.00","1,092.00","1,092.00",0.00,0.00,"1,092.03",100.00,"1,108.00","109,203.00",2,-16.00,0.10,-1.44,0.01,0.00,"1,066.66","1,050.20","1,139.00","1,019.50"
268,SBI,31.02,424.00,424.00,412.00,413.50,413.50,0.00,0.00,414.74,"37,342.00",419.00,"15,487,102.20",105,-5.50,12.00,-1.31,2.91,-0.30,398.77,402.89,452.00,363.00
269,SBID83,30.13,"1,057.40","1,064.00","1,057.30","1,064.00","1,064.00",0.00,0.00,"1,060.86",106.00,"1,070.00","112,451.00",4,-6.00,6.70,-0.56,0.63,0.30,"1,088.54","1,091.60","1,226.00","1,025.00"
270,SBL,35.55,392.00,401.70,392.00,397.70,397.70,0.00,0.00,396.53,"116,064.00",399.50,"46,023,438.00",230,-1.80,9.70,-0.45,2.47,0.29,365.53,356.44,416.00,261.00
271,SBLD2091,39.69,"1,095.00","1,095.00","1,095.00","1,095.00","1,095.00",0.00,0.00,"1,095.00",25.00,"1,091.00","27,375.00",1,4.00,0.00,0.37,0.00,0.00,0.00,0.00,"1,150.00",825.35
272,SBLD89,24.94,"1,265.00","1,265.00","1,265.00","1,265.00","1,265.00",0.00,0.00,"1,265.00",25.00,"1,265.00","31,625.00",1,0.00,0.00,0.00,0.00,0.00,"1,168.04",0.00,"1,450.00","1,160.00"
273,SCB,31.22,653.70,669.00,653.70,658.00,658.00,0.00,0.00,661.76,"20,686.00",667.00,"13,689,100.60",142,-9.00,15.30,-1.35,2.34,-0.57,635.95,635.58,712.60,594.90
274,SCBD,31.18,"1,128.00","1,128.00","1,128.00","1,128.00","1,128.00",0.00,0.00,"1,128.00",25.00,"1,128.00","28,200.00",1,0.00,0.00,0.00,0.00,0.00,"1,133.51",0.00,"1,236.00","1,068.00"
275,SDBD87,28.72,"1,130.00","1,130.00","1,130.00","1,130.00","1,130.00",0.00,0.00,"1,130.00",25.00,"1,113.00","28,250.00",1,17.00,0.00,1.53,0.00,0.00,"1,097.05","1,082.70","1,196.20","1,035.30"
276,SEF,53.31,10.58,11.53,10.03,10.03,10.03,0.00,0.00,11.05,"352,115.00",10.49,"3,889,616.22",48,-0.46,1.50,-4.39,14.96,-10.13,9.53,9.76,11.53,8.60
277,SFCL,33.40,410.00,414.00,402.00,407.00,407.00,0.00,0.00,406.29,"17,202.00",409.00,"6,989,078.90",121,-2.00,12.00,-0.49,2.99,0.17,404.15,433.09,587.00,359.40
278,SFEF,28.33,9.90,10.02,9.90,10.02,10.02,0.00,0.00,9.99,500.00,10.10,"4,996.00",4,-0.08,0.12,-0.79,1.21,0.28,9.42,9.59,11.12,8.82
279,SGHC,28.32,415.00,420.00,409.90,410.00,410.00,0.00,0.00,415.57,"26,130.00",415.00,"10,858,770.40",218,-5.00,10.10,-1.20,2.46,-1.36,380.62,393.54,564.00,296.00
280,SGIC,32.45,500.00,503.00,493.00,496.20,496.20,0.00,0.00,498.69,"24,581.00",500.00,"12,258,236.90",207,-3.80,10.00,-0.76,2.03,-0.50,490.12,516.23,687.00,439.00
281,SHEL,37.87,339.00,339.00,325.40,330.90,330.90,0.00,0.00,329.21,"663,599.00",332.90,"218,460,803.60","1,219",-2.00,13.60,-0.60,4.18,0.51,292.17,292.81,350.00,241.10
282,SHINE,34.08,444.20,444.20,424.00,425.10,425.10,0.00,0.00,427.93,"64,385.00",435.50,"27,552,033.90",201,-10.40,20.20,-2.39,4.76,-0.66,408.85,413.08,499.00,382.00
283,SHINED,37.27,"1,150.00","1,155.00","1,150.00","1,151.50","1,151.50",0.00,0.00,"1,153.11","1,680.00","1,140.00","1,937,225.00",10,11.50,5.00,1.01,0.43,-0.14,0.00,0.00,"1,200.00","1,000.00"
284,SHIVM,31.66,655.00,666.00,652.00,652.00,652.00,0.00,0.00,656.28,"222,072.00",661.90,"145,741,469.90",818,-9.90,14.00,-1.50,2.15,-0.66,604.15,588.19,709.00,495.00
285,SHL,31.48,510.00,520.00,500.00,508.90,508.90,0.00,0.00,508.83,"37,910.00",511.60,"19,289,849.10",143,-2.70,20.00,-0.53,4.00,0.01,512.84,532.19,619.00,464.00
286,SHLB,34.76,"1,621.00","1,630.00","1,600.00","1,630.00","1,630.00",0.00,0.00,"1,618.85","1,085.00","1,613.00","1,756,452.00",19,17.00,30.00,1.05,1.88,0.68,"1,733.30","1,810.02","2,349.00","1,535.10"
287,SHPC,31.82,563.00,563.00,540.00,544.90,544.90,0.00,0.00,546.71,"107,011.00",552.00,"58,503,893.70",453,-7.10,23.00,-1.29,4.26,-0.33,530.95,554.28,684.90,443.10
288,SICL,38.63,670.10,679.40,662.00,662.50,662.50,0.00,0.00,670.78,"31,523.00",674.00,"21,144,892.20",85,-11.50,17.40,-1.71,2.63,-1.25,650.01,686.61,876.90,588.80
289,SIFC,31.49,601.00,613.00,597.40,600.00,600.00,0.00,0.00,602.67,"33,137.00",603.00,"19,970,647.40",145,-3.00,15.60,-0.50,2.61,-0.44,528.50,528.51,687.40,459.00
290,SIGS2,46.31,10.00,10.00,9.81,9.98,9.98,0.00,0.00,9.84,"3,100.00",10.00,"30,511.00",6,-0.02,0.19,-0.20,1.94,1.38,9.77,9.91,11.70,8.90
291,SIGS3,41.92,10.31,10.32,10.31,10.31,10.31,0.00,0.00,10.31,"2,100.00",10.32,"21,652.00",11,-0.01,0.01,-0.10,0.10,0.00,9.75,9.97,11.46,8.50
292,SIKLES,40.68,684.50,684.50,650.00,656.00,656.00,0.00,0.00,656.24,"45,181.00",676.50,"29,649,639.90",324,-20.50,34.50,-3.03,5.31,-0.04,656.19,743.00,"1,223.00",540.00
293,SINDU,35.35,754.00,801.00,743.50,801.00,801.00,0.00,0.00,769.89,"45,102.00",753.30,"34,723,553.70",361,47.70,57.50,6.33,7.73,3.88,738.70,770.99,"1,247.00",608.00
294,SJCL,29.35,323.30,323.30,309.90,313.00,313.00,0.00,0.00,311.63,"20,339.00",317.00,"6,338,249.50",177,-4.00,13.40,-1.26,4.32,0.44,292.38,302.42,353.20,267.00
295,SJLIC,29.91,458.00,463.00,456.10,456.50,456.50,0.00,0.00,458.99,"18,250.00",461.90,"8,376,621.60",180,-5.40,6.90,-1.17,1.51,-0.55,442.78,442.50,489.90,390.00
296,SKBBL,31.98,798.00,798.00,792.50,792.60,792.60,0.00,0.00,794.23,"17,836.00",798.60,"14,165,861.00",139,-6.00,5.50,-0.75,0.69,-0.21,836.56,839.54,999.00,752.00
297,SLBBL,33.87,856.10,873.00,856.10,856.20,856.20,0.00,0.00,858.60,"11,296.00",869.00,"9,698,752.80",141,-12.80,16.90,-1.47,1.97,-0.28,877.85,900.92,"1,155.00",780.00
298,SLBSL,38.81,"1,357.00","1,357.00","1,336.00","1,346.90","1,346.90",0.00,0.00,"1,342.12",858.00,"1,357.00","1,151,539.00",18,-10.10,21.00,-0.74,1.57,0.35,"1,364.67","1,399.56","2,582.00","1,234.50"
299,SLCF,48.66,9.62,9.80,9.62,9.80,9.80,0.00,0.00,9.76,"18,299.00",9.72,"178,528.37",19,0.08,0.18,0.82,1.87,0.45,9.45,9.68,11.99,8.60
300,SMATA,31.09,844.00,845.00,810.10,815.00,815.00,0.00,0.00,816.33,"6,267.00",831.80,"5,115,939.70",89,-16.80,34.90,-2.02,4.31,-0.16,837.11,853.99,"1,382.00",734.10
301,SMB,31.87,"1,890.00","1,905.00","1,870.00","1,904.90","1,904.90",0.00,0.00,"1,884.60","1,769.00","1,890.00","3,333,861.20",37,14.90,35.00,0.79,1.87,1.07,"2,049.44","2,116.73","2,800.00","1,710.10"
302,SMFBS,29.84,"1,648.30","1,673.00","1,648.30","1,673.00","1,673.00",0.00,0.00,"1,658.37",670.00,"1,669.80","1,111,111.20",13,3.20,24.70,0.19,1.50,0.87,"1,687.21","1,715.30","2,026.00","1,490.00"
303,SMH,38.38,639.00,639.00,630.00,632.00,632.00,0.00,0.00,632.93,"17,732.00",637.10,"11,223,098.70",167,-5.10,9.00,-0.80,1.43,-0.15,778.37,807.61,"1,065.00",603.00
304,SMHL,37.92,527.00,527.00,515.00,516.00,516.00,0.00,0.00,519.45,"268,843.00",525.00,"139,650,428.00","1,149",-9.00,12.00,-1.71,2.33,-0.67,699.29,806.71,"1,230.00",443.00
305,SMJC,34.34,503.00,503.00,486.10,493.00,493.00,0.00,0.00,489.37,"9,482.00",494.00,"4,640,221.80",104,-1.00,16.90,-0.20,3.48,0.74,510.15,523.43,679.30,464.00
306,SMPDA,33.11,882.00,900.00,882.00,883.00,883.00,0.00,0.00,888.76,"5,290.00",899.90,"4,701,530.90",56,-16.90,18.00,-1.88,2.04,-0.65,900.94,927.13,"1,155.00",840.00
307,SNLI,31.54,475.30,485.00,475.30,477.10,477.10,0.00,0.00,479.04,"30,867.00",485.00,"14,786,502.40",422,-7.90,9.70,-1.63,2.04,-0.41,472.94,477.68,709.90,411.60
308,SOHL,28.31,336.60,363.00,336.60,363.00,363.00,0.00,0.00,360.84,790.00,330.00,"285,065.00",76,33.00,26.40,10.00,7.84,0.59,0.00,0.00,363.00,300.00
309,SONA,37.22,460.00,468.10,455.00,458.00,458.00,0.00,0.00,462.45,"159,549.00",457.10,"73,784,131.40",999,0.90,13.10,0.20,2.88,-0.97,431.43,441.73,523.30,398.00
310,SPC,35.30,507.70,534.00,507.70,524.00,524.00,0.00,0.00,527.40,"34,219.00",518.00,"18,047,007.50",230,6.00,26.30,1.16,5.18,-0.65,502.14,508.85,591.00,441.00
311,SPDL,41.33,426.30,443.40,426.30,433.00,433.00,0.00,0.00,435.79,"373,357.00",435.00,"162,704,316.80",647,-2.00,17.10,-0.46,4.01,-0.64,406.12,406.07,465.00,308.90
312,SPHL,46.00,560.20,575.00,560.20,569.90,569.90,0.00,0.00,567.39,"10,686.00",566.30,"6,063,173.50",100,3.60,14.80,0.64,2.64,0.44,547.43,587.05,826.00,477.10
313,SPIL,28.99,725.10,730.00,719.00,725.00,725.00,0.00,0.00,720.60,"2,456.00",733.00,"1,769,793.20",35,-8.00,11.00,-1.09,1.53,0.61,722.37,754.99,894.50,625.00
314,SPL,33.19,737.10,754.00,737.10,752.90,752.90,0.00,0.00,746.25,"18,162.00",736.00,"13,553,410.20",134,16.90,16.90,2.30,2.29,0.88,880.27,871.25,"1,035.00",696.30
315,SRBLD83,36.65,"1,060.00","1,060.00","1,048.00","1,048.00","1,048.00",0.00,0.00,"1,048.84",625.00,"1,054.00","655,522.50",7,-6.00,12.00,-0.57,1.15,-0.08,"1,074.14","1,042.97","1,126.00","1,038.80"
316,SRLI,31.03,405.20,409.50,405.20,406.00,406.00,0.00,0.00,406.64,"29,834.00",409.00,"12,131,663.00",251,-3.00,4.30,-0.73,1.06,-0.16,395.35,399.79,451.10,363.90
317,SSHL,39.86,230.00,230.00,219.70,220.90,220.90,0.00,0.00,222.21,"794,133.00",226.90,"176,461,106.70","2,088",-6.00,10.30,-2.64,4.69,-0.59,176.79,199.14,313.80,151.00
318,STC,26.51,"6,100.00","6,150.00","6,052.10","6,102.00","6,102.00",0.00,0.00,"6,117.00",864.00,"6,140.00","5,285,090.40",26,-38.00,97.90,-0.62,1.62,-0.25,"5,427.23","5,346.72","6,335.90","4,832.00"
319,SWASTIK,29.66,"2,850.00","2,900.00","2,832.00","2,837.00","2,837.00",0.00,0.00,"2,845.31","1,394.00","2,850.10","3,966,364.50",63,-13.10,68.00,-0.46,2.40,-0.29,0.00,0.00,"3,400.00",391.70
320,SWBBL,31.68,785.30,785.30,760.00,763.00,763.00,0.00,0.00,766.26,"7,494.00",770.00,"5,742,337.30",93,-7.00,25.30,-0.91,3.33,-0.43,785.95,812.40,"1,046.50",718.00
321,SWMF,42.96,690.10,700.00,690.10,694.00,694.00,0.00,0.00,693.86,"5,751.00",700.90,"3,990,394.30",53,-6.90,9.90,-0.98,1.43,0.02,689.74,707.05,868.10,641.10
322,SYPNL,32.48,"1,833.00","1,897.00","1,812.00","1,866.00","1,866.00",0.00,0.00,"1,853.01","200,933.00","1,833.00","372,330,968.00","2,564",33.00,85.00,1.80,4.69,0.70,0.00,0.00,"2,255.90",319.80
323,TAMOR,35.46,430.00,430.00,417.10,422.00,422.00,0.00,0.00,420.81,"40,313.00",429.00,"16,963,985.50",289,-7.00,12.90,-1.63,3.09,0.28,464.96,482.32,576.00,409.00
324,TPC,49.49,429.00,444.00,413.60,422.00,422.00,0.00,0.00,429.33,"329,149.00",427.00,"141,312,742.80",894,-5.00,30.40,-1.17,7.35,-1.74,355.06,363.70,616.00,270.10
325,TRH,34.68,771.00,771.00,765.30,770.00,770.00,0.00,0.00,766.29,"2,240.00",766.50,"1,716,488.50",15,3.50,5.70,0.46,0.74,0.48,772.81,834.56,"1,119.00",681.10
326,TSHL,30.33,768.30,789.90,768.30,769.00,769.00,0.00,0.00,772.69,"5,046.00",783.90,"3,899,015.00",84,-14.90,21.60,-1.90,2.81,-0.48,754.35,749.00,989.00,616.80
327,TTL,29.65,941.50,941.50,904.30,911.00,911.00,0.00,0.00,914.13,"38,360.00",923.10,"35,065,887.50",647,-12.10,37.20,-1.31,4.11,-0.34,822.34,0.00,"1,262.80",366.10
328,TVCL,30.14,645.00,645.00,622.10,629.50,629.50,0.00,0.00,631.36,"68,750.00",640.00,"43,406,104.80",156,-10.50,22.90,-1.64,3.68,-0.30,470.18,477.25,689.00,377.60
329,UAIL,37.67,463.00,467.30,457.00,460.00,460.00,0.00,0.00,460.50,"22,070.00",468.00,"10,163,305.60",181,-8.00,10.30,-1.71,2.25,-0.11,468.61,506.52,673.00,422.10
330,UHEWA,48.29,590.00,645.80,590.00,645.80,645.80,0.00,0.00,607.74,"682,935.00",587.10,"415,048,752.20",867,58.70,55.80,10.00,9.46,5.89,577.49,576.26,930.00,508.50
331,ULBSL,33.31,"3,234.00","3,430.00","3,170.10","3,289.00","3,289.00",0.00,0.00,"3,194.43","1,168.00","3,300.00","3,731,088.70",43,-11.00,259.90,-0.33,8.20,2.88,"3,545.53","3,517.75","4,325.00","2,931.00"
332,ULHC,31.35,540.00,549.00,540.00,548.00,548.00,0.00,0.00,543.45,"45,431.00",546.20,"24,689,522.50",254,1.80,9.00,0.33,1.67,0.83,477.96,478.82,599.00,411.70
333,UMHL,29.47,623.60,633.00,623.10,625.00,625.00,0.00,0.00,627.78,"50,194.00",627.00,"31,510,905.70",177,-2.00,9.90,-0.32,1.59,-0.45,576.66,566.83,706.00,430.20
334,UMRH,35.78,571.20,589.90,570.00,582.80,582.80,0.00,0.00,581.80,"57,333.00",574.80,"33,356,511.80",262,8.00,19.90,1.39,3.49,0.17,568.05,578.08,675.00,526.00
335,UNHPL,29.58,496.00,502.80,485.10,498.70,498.70,0.00,0.00,492.82,"191,244.00",491.00,"94,248,421.40",527,7.70,17.70,1.57,3.65,1.18,480.63,452.05,554.70,290.00
336,UNL,45.86,"47,100.00","47,199.00","47,100.00","47,199.00","47,199.00",0.00,0.00,"46,989.07",15.00,"47,100.00","704,836.00",3,99.00,99.00,0.21,0.21,0.44,"47,340.47","47,100.93","50,724.00","45,000.00"
337,UNLB,31.60,"1,871.00","1,900.00","1,855.00","1,855.00","1,855.00",0.00,0.00,"1,874.73",627.00,"1,892.00","1,175,454.00",24,-37.00,45.00,-1.96,2.43,-1.06,"1,966.35","2,041.03","2,480.00","1,810.00"
338,UPCL,36.06,430.40,430.40,411.10,411.10,411.10,0.00,0.00,418.35,"466,142.00",422.00,"195,009,127.30","1,301",-10.90,19.30,-2.58,4.69,-1.76,375.58,391.90,489.00,277.50
339,UPPER,38.57,220.00,221.00,211.00,213.00,213.00,0.00,0.00,214.06,"643,694.00",218.90,"137,787,296.30","1,893",-5.90,10.00,-2.70,4.74,-0.50,183.65,189.18,225.00,166.00
340,USHEC,43.17,500.00,504.90,495.00,504.90,504.90,0.00,0.00,499.79,"69,306.00",499.10,"34,638,408.70",288,5.80,9.90,1.16,2.00,1.01,471.13,468.71,680.00,410.00
341,USHL,31.48,728.20,754.70,720.00,729.90,729.90,0.00,0.00,728.22,"7,360.00",742.30,"5,359,724.10",106,-12.40,34.70,-1.67,4.82,0.23,759.46,720.17,945.00,588.00
342,USLB,29.26,"1,474.00","1,475.00","1,451.90","1,464.00","1,464.00",0.00,0.00,"1,463.85","1,393.00","1,474.00","2,039,143.50",43,-10.00,23.10,-0.68,1.59,0.01,"1,710.37","1,816.36","2,750.00","1,393.00"
343,VLBS,44.68,778.00,778.20,766.00,766.30,766.30,0.00,0.00,770.05,"2,576.00",778.10,"1,983,656.20",50,-11.80,12.20,-1.52,1.59,-0.49,782.59,805.46,"1,008.00",737.00
344,VLUCL,27.84,576.30,610.00,575.00,578.10,578.10,0.00,0.00,578.52,"3,105.00",588.00,"1,796,302.80",74,-9.90,35.00,-1.68,6.09,-0.07,573.57,586.08,730.00,516.00
345,WNLB,41.86,"1,607.90","1,607.90","1,550.00","1,580.00","1,580.00",0.00,0.00,"1,570.37","1,814.00","1,581.00","2,848,649.00",48,-1.00,57.90,-0.06,3.74,0.61,"1,848.51","1,950.09","3,562.00","1,242.10"
