S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
251,SAPDBL,24.25,"1,131.00","1,131.00","1,048.00","1,055.59","1,050.00",5.59,0.01,"1,069.55","50,908.00","1,153.02","54,448,480.30",325,-97.43,83.00,-8.45,7.92,-1.32,"1,063.28",880.21,"1,622.70",287.10
252,SARBTM,42.74,908.00,909.90,880.00,886.73,887.00,-0.27,0.00,891.79,"151,220.00",903.01,"134,856,121.80",822,-16.28,29.90,-1.80,3.40,-0.57,791.76,811.61,"1,060.00",696.80
253,SBCF,35.71,9.23,9.52,9.23,9.36,9.36,0.00,0.00,9.35,"4,800.00",9.36,"44,894.00",12,0.00,0.29,0.00,3.14,0.08,9.25,9.18,10.04,7.53
254,SBD87,44.80,"1,073.70","1,073.70","1,073.00","1,073.00","1,073.00",0.00,0.00,"1,073.21",87.00,"1,057.00","93,369.20",2,16.00,0.70,1.51,0.07,-0.02,"1,022.45",989.69,"1,080.00",940.00
255,SBI,27.45,411.80,411.80,403.00,404.48,404.20,0.28,0.00,407.37,"43,988.00",403.82,"17,919,262.30",157,0.66,8.80,0.16,2.18,-0.71,436.95,434.36,549.00,270.00
256,SBID83,29.24,"1,096.00","1,100.00","1,096.00","1,100.00","1,100.00",0.00,0.00,"1,098.67",300.00,"1,075.00","329,600.00",4,25.00,4.00,2.33,0.36,0.12,"1,080.42","1,071.25","1,147.40","1,015.10"
257,SBID89,41.28,"1,101.00","1,137.00","1,101.00","1,137.00","1,137.00",0.00,0.00,"1,136.97",555.00,"1,101.00","631,021.00",2,36.00,36.00,3.27,3.27,0.00,"1,050.95","1,027.01","1,137.10",965.00
258,SBL,32.45,270.00,275.00,270.00,270.03,271.80,-1.77,-0.01,270.51,"33,158.00",270.23,"8,969,705.60",134,-0.20,5.00,-0.07,1.85,-0.18,301.51,312.31,380.00,214.00
259,SCB,26.76,610.20,615.00,610.20,613.53,615.00,-1.47,0.00,612.49,"11,379.00",613.30,"6,969,469.00",99,0.23,4.80,0.04,0.79,0.17,672.89,678.62,790.00,511.00
260,SCBD,49.14,"1,111.90","1,111.90","1,111.90","1,111.90","1,111.90",0.00,0.00,"1,111.90",150.00,"1,090.10","166,785.00",1,21.80,0.00,2.00,0.00,0.00,0.00,0.00,"1,150.00","1,000.00"
261,SDBD87,34.11,"1,106.00","1,106.00","1,106.00","1,100.00","1,106.00",-6.00,-0.01,"1,105.85",200.00,"1,112.94","221,170.00",3,-12.94,0.00,-1.16,0.00,-0.53,"1,047.59","1,021.03","1,120.00",947.00
262,SEF,35.09,9.67,9.90,9.67,9.90,9.90,0.00,0.00,9.72,"32,100.00",9.86,"312,109.80",9,0.04,0.23,0.41,2.38,1.79,9.75,9.63,10.49,7.70
263,SFCL,28.80,510.00,522.00,510.00,513.86,515.00,-1.14,0.00,515.15,"26,086.00",503.67,"13,438,160.70",199,10.19,12.00,2.02,2.35,-0.25,641.71,633.78,"1,117.90",323.70
264,SFEF,39.14,9.36,9.56,9.36,9.56,9.56,0.00,0.00,9.46,500.00,9.53,"4,729.00",5,0.03,0.20,0.31,2.14,1.07,9.30,9.24,10.66,7.65
265,SFMF,27.52,10.44,10.44,10.24,10.25,10.24,0.01,0.00,10.25,"16,100.00",10.65,"165,084.00",5,-0.40,0.20,-3.76,1.95,-0.04,10.21,10.27,11.99,9.22
266,SGHC,34.04,490.00,492.00,469.00,472.16,471.00,1.16,0.00,479.19,"28,383.00",493.10,"13,600,852.90",194,-20.94,23.00,-4.25,4.90,-1.49,507.07,475.52,649.50,308.10
267,SGIC,27.12,567.00,568.00,554.00,554.45,555.00,-0.55,0.00,556.46,"14,044.00",557.32,"7,814,971.90",171,-2.87,14.00,-0.51,2.53,-0.36,669.49,673.36,817.10,514.10
268,SHEL,43.33,256.10,269.90,256.10,262.35,262.00,0.35,0.00,265.47,"734,332.00",255.65,"194,943,901.80","1,684",6.70,13.80,2.62,5.39,-1.19,254.17,251.33,334.40,143.10
269,SHINE,28.73,404.50,407.90,403.00,403.47,403.00,0.47,0.00,403.87,"35,040.00",404.51,"14,151,520.10",196,-1.04,4.90,-0.26,1.22,-0.10,439.41,457.80,625.00,358.00
270,SHIVM,28.37,539.90,545.00,536.00,537.63,536.50,1.13,0.00,539.62,"84,572.00",536.08,"45,637,107.40",330,1.55,9.00,0.29,1.68,-0.37,555.75,574.53,779.90,470.50
271,SHL,32.87,503.30,506.90,500.10,500.88,501.00,-0.12,0.00,502.58,"57,009.00",502.71,"28,651,537.10",135,-1.83,6.80,-0.36,1.36,-0.34,505.16,514.34,636.50,416.50
272,SHLB,27.29,"2,046.60","2,046.80","1,990.00","2,020.00","2,020.00",0.00,0.00,"2,006.65","1,329.00","2,026.97","2,666,844.00",51,-6.97,56.80,-0.34,2.85,0.66,"2,399.22","2,231.47","2,907.00","1,160.00"
273,SHPC,37.84,561.30,561.30,540.10,545.50,545.00,0.50,0.00,547.78,"616,139.00",550.33,"337,506,483.60","1,505",-4.83,21.20,-0.88,3.93,-0.42,508.34,509.91,680.00,316.00
274,SICL,24.78,790.00,795.00,788.00,790.89,791.80,-0.91,0.00,790.15,"3,090.00",791.52,"2,441,548.50",38,-0.63,7.00,-0.08,0.89,0.09,811.28,831.74,"1,120.00",670.00
275,SIFC,33.54,501.00,529.00,501.00,516.46,518.00,-1.54,0.00,515.00,"28,218.00",501.76,"14,532,292.50",199,14.70,28.00,2.93,5.59,0.28,583.10,592.47,795.00,400.00
276,SIGS2,41.84,10.22,10.22,10.02,10.10,10.10,0.00,0.00,10.17,"5,100.00",10.42,"51,854.00",4,-0.32,0.20,-3.07,2.00,-0.67,9.76,9.63,10.42,7.90
277,SIGS3,31.20,10.14,10.20,10.14,10.14,10.14,0.00,0.00,10.15,"101,900.00",10.12,"1,034,327.00",10,0.02,0.06,0.20,0.59,-0.10,9.80,9.76,10.81,7.90
278,SIKLES,31.16,"1,026.10","1,045.00","1,017.00","1,037.98","1,045.00",-7.02,-0.01,"1,028.18","1,336.00","1,043.33","1,373,647.00",35,-5.35,28.00,-0.51,2.75,0.94,"1,001.64",920.55,"1,475.00",480.00
279,SINDU,28.39,973.90,"1,080.00",960.40,"1,039.27",978.00,61.27,0.06,"1,009.14","92,639.00",993.70,"93,486,122.10",566,45.57,119.60,4.59,12.45,2.90,997.72,860.11,"1,482.00",353.70
280,SJCL,30.79,335.00,336.60,325.00,325.21,325.90,-0.69,0.00,331.27,"28,359.00",328.69,"9,394,423.40",166,-3.48,11.60,-1.06,3.57,-1.86,350.10,348.30,442.00,256.00
281,SJLIC,30.76,435.00,439.90,431.00,436.10,436.00,0.10,0.00,435.45,"35,906.00",436.93,"15,635,355.80",288,-0.83,8.90,-0.19,2.06,0.15,462.50,475.65,644.00,395.10
282,SKBBL,30.85,793.00,799.00,784.00,785.21,786.90,-1.69,0.00,789.04,"18,378.00",792.45,"14,501,015.50",185,-7.24,15.00,-0.91,1.91,-0.49,859.94,893.27,"1,105.00",781.00
283,SLBBL,28.96,825.00,838.00,790.10,803.58,805.00,-1.42,0.00,809.88,"11,962.00",830.00,"9,687,837.10",107,-26.42,47.90,-3.18,6.06,-0.78,958.88,966.95,"1,250.00",646.00
284,SLBSL,34.17,"1,610.10","1,629.90","1,560.00","1,567.41","1,566.00",1.41,0.00,"1,590.94","4,793.00","1,633.34","7,625,383.90",126,-65.93,69.90,-4.04,4.48,-1.50,"1,956.36","1,747.77","3,047.00",901.60
285,SLCF,25.58,9.56,9.75,9.55,9.70,9.70,0.00,0.00,9.68,"9,000.00",9.74,"87,161.00",14,-0.04,0.20,-0.41,2.09,0.16,9.55,9.47,10.60,7.80
286,SMATA,32.15,790.00,793.90,777.30,778.06,777.50,0.56,0.00,783.62,"5,534.00",797.34,"4,336,567.70",95,-19.28,16.60,-2.42,2.14,-0.71,863.08,901.21,"1,271.00",711.00
287,SMB,32.63,"2,301.00","2,335.00","2,255.00","2,290.95","2,296.00",-5.05,0.00,"2,286.08","2,979.00","2,325.93","6,810,219.10",98,-34.98,80.00,-1.50,3.55,0.21,"2,651.51","2,377.79","4,026.20","1,382.00"
288,SMFBS,24.07,"1,799.90","1,799.90","1,730.00","1,732.00","1,764.00",-32.00,-0.02,"1,744.55",421.00,"1,773.00","734,455.50",16,-41.00,69.90,-2.31,4.04,-0.72,"1,911.67","1,786.82","2,426.40","1,154.00"
289,SMH,26.20,910.00,910.00,876.00,881.59,895.00,-13.41,-0.01,882.38,795.00,893.37,"701,489.40",29,-11.78,34.00,-1.32,3.88,-0.09,"1,043.14","1,034.06","1,283.00",640.00
290,SMHL,28.65,970.00,977.00,919.00,934.95,940.00,-5.05,-0.01,952.95,"14,958.00",971.72,"14,254,298.60",183,-36.77,58.00,-3.78,6.31,-1.93,"1,039.62",910.24,"1,657.00",421.50
291,SMJC,28.90,535.00,558.00,533.00,537.04,539.80,-2.76,-0.01,540.65,"22,333.00",534.66,"12,074,278.20",242,2.38,25.00,0.45,4.69,-0.67,581.57,566.57,800.00,343.60
292,SMPDA,27.71,944.00,960.00,926.00,955.90,940.80,15.10,0.02,941.70,"7,408.00",944.03,"6,976,144.10",84,11.87,34.00,1.26,3.67,1.49,961.78,0.00,"1,278.90",826.00
293,SNLI,35.88,502.00,502.90,493.00,495.28,494.00,1.28,0.00,496.77,"18,071.00",497.09,"8,977,209.30",267,-1.81,9.90,-0.36,2.01,-0.30,637.36,624.18,744.50,447.20
294,SONA,28.53,468.00,473.80,465.00,466.60,466.50,0.10,0.00,468.46,"47,942.00",468.10,"22,458,681.40",418,-1.50,8.80,-0.32,1.89,-0.40,474.35,485.12,624.00,422.10
295,SPC,26.98,535.00,545.00,520.00,524.60,522.10,2.50,0.00,530.26,"26,643.00",534.37,"14,127,625.70",202,-9.77,25.00,-1.83,4.81,-1.08,558.93,569.07,722.00,464.00
296,SPDL,29.07,346.00,356.00,342.10,343.73,346.40,-2.67,-0.01,349.45,"103,385.00",345.61,"36,128,002.70",344,-1.88,13.90,-0.54,4.06,-1.66,334.26,326.11,389.00,220.20
297,SPHL,29.59,700.00,770.00,700.00,711.24,724.20,-12.96,-0.02,726.06,"1,355.00",705.24,"983,805.00",44,6.00,70.00,0.85,10.00,-2.08,787.54,745.99,922.00,443.00
298,SPIL,29.25,798.00,830.10,798.00,801.29,808.00,-6.71,-0.01,802.29,"11,810.00",800.33,"9,474,990.90",121,0.96,32.10,0.12,4.02,-0.12,844.08,866.98,"1,076.00",719.00
299,SPL,27.64,840.00,870.00,840.00,851.79,856.00,-4.21,0.00,850.91,"2,227.00",853.19,"1,894,975.90",46,-1.40,30.00,-0.16,3.57,0.10,938.89,909.93,"1,109.60",623.50
300,SRBLD83,28.13,"1,105.00","1,105.00","1,105.00","1,105.00","1,105.00",0.00,0.00,"1,105.00",38.00,"1,105.00","41,990.00",2,0.00,0.00,0.00,0.00,0.00,"1,054.11","1,018.22","1,152.60","1,025.00"
301,SRLI,28.32,408.50,412.00,407.00,407.92,408.10,-0.18,0.00,408.35,"31,525.00",408.79,"12,873,207.40",357,-0.87,5.00,-0.21,1.23,-0.11,432.01,466.92,654.00,403.10
302,SSHL,33.61,235.00,242.50,231.50,231.60,232.10,-0.50,0.00,232.15,"914,926.00",234.60,"212,404,175.90",360,-3.00,11.00,-1.28,4.75,-0.24,233.30,229.40,281.10,154.00
303,STC,28.35,"5,016.00","5,085.00","4,998.00","5,006.67","4,998.00",8.67,0.00,"5,015.16","1,931.00","5,098.69","9,684,271.10",94,-92.02,87.00,-1.80,1.74,-0.17,"5,524.84","5,690.70","7,000.00","4,210.00"
304,SWBBL,24.73,805.00,815.00,800.00,803.01,805.00,-1.99,0.00,803.26,"2,677.00",809.70,"2,150,324.10",48,-6.69,15.00,-0.83,1.88,-0.03,886.23,938.88,"1,232.00",714.00
305,SWMF,30.71,718.00,718.00,702.10,710.00,710.00,0.00,0.00,706.70,"2,755.00",704.00,"1,946,960.00",55,6.00,15.90,0.85,2.26,0.46,776.98,828.37,"1,214.80",701.10
306,TAMOR,27.69,530.00,530.00,510.10,510.30,510.10,0.20,0.00,513.95,"18,324.00",519.99,"9,417,677.10",153,-9.69,19.90,-1.86,3.90,-0.72,535.87,523.54,637.00,348.00
307,TPC,28.33,580.00,580.00,549.00,559.22,557.30,1.92,0.00,566.06,"27,441.00",579.64,"15,533,239.80",173,-20.42,31.00,-3.52,5.65,-1.22,553.22,534.46,671.60,410.00
308,TRH,30.65,"1,005.00","1,010.00",989.00,990.38,996.00,-5.62,-0.01,994.66,"2,465.00","1,002.91","2,451,833.00",40,-12.53,21.00,-1.25,2.12,-0.43,"1,111.17","1,124.43","1,538.00",700.00
309,TSHL,27.34,770.00,770.00,745.00,749.91,745.10,4.81,0.01,753.59,"3,363.00",754.92,"2,534,338.60",52,-5.01,25.00,-0.66,3.36,-0.49,873.11,865.24,"1,231.00",475.40
310,TVCL,30.14,542.50,549.00,510.00,522.98,520.00,2.98,0.01,526.63,"33,870.00",549.29,"17,836,948.60",193,-26.31,39.00,-4.79,7.65,-0.70,547.19,532.65,697.00,431.00
311,UAIL,25.34,627.54,635.00,625.00,625.08,625.00,0.08,0.00,625.78,"6,946.00",627.54,"4,346,669.10",74,-2.46,10.00,-0.39,1.60,-0.11,663.30,671.05,837.30,520.00
312,UHEWA,34.38,650.00,659.90,641.00,654.40,651.00,3.40,0.01,650.69,"4,948.00",646.31,"3,219,590.50",79,8.09,18.90,1.25,2.95,0.57,747.30,674.42,993.40,366.70
313,ULBSL,23.84,"3,065.00","3,117.90","3,063.10","3,071.23","3,071.20",0.03,0.00,"3,090.10","2,242.00","3,125.53","6,927,999.00",66,-54.30,54.80,-1.74,1.79,-0.61,"3,830.30","3,538.14","6,600.00","1,361.00"
314,ULHC,30.31,500.00,507.00,493.00,494.42,493.00,1.42,0.00,499.65,"29,693.00",500.26,"14,836,233.50",195,-5.84,14.00,-1.17,2.84,-1.06,516.75,481.11,693.00,317.00
315,UMHL,37.10,490.30,490.30,475.00,485.42,486.00,-0.58,0.00,480.86,"348,561.00",480.76,"167,608,140.50",672,4.66,15.30,0.97,3.22,0.94,378.28,357.71,490.30,223.10
316,UMRH,28.21,599.00,599.00,578.00,580.27,582.00,-1.73,0.00,584.10,"24,953.00",588.95,"14,575,151.90",135,-8.68,21.00,-1.47,3.63,-0.66,626.95,577.33,790.00,325.00
317,UNHPL,27.10,334.30,347.00,331.50,332.09,332.90,-0.81,0.00,338.06,"56,180.00",340.87,"18,992,482.00",235,-8.78,15.50,-2.58,4.68,-1.80,310.57,301.30,371.00,212.60
318,UNL,30.32,"46,500.00","46,650.00","46,500.00","46,500.00","46,500.00",0.00,0.00,"46,550.00",50.00,"46,990.00","2,327,500.00",5,-490.00,150.00,-1.04,0.32,-0.11,"46,728.98","47,842.04","56,805.80","38,400.00"
319,UNLB,27.63,"2,125.00","2,135.00","2,110.00","2,111.35","2,111.00",0.35,0.00,"2,114.91","1,230.00","2,139.78","2,601,340.20",39,-28.43,25.00,-1.33,1.18,-0.17,"2,529.10","2,502.10","3,223.00","1,565.20"
320,UPCL,36.87,379.90,379.90,351.20,354.86,355.00,-0.14,0.00,360.74,"1,056,990.00",372.77,"381,302,567.90","2,598",-17.91,28.70,-4.80,8.17,-1.66,292.82,285.04,379.90,183.00
321,UPPER,36.03,200.00,206.90,199.00,200.71,200.50,0.21,0.00,202.98,"279,271.00",199.53,"56,686,238.80",890,1.18,7.90,0.59,3.97,-1.13,207.14,212.04,295.00,152.10
322,USHEC,32.38,485.90,514.00,485.00,488.40,488.10,0.30,0.00,490.42,"19,116.00",495.75,"9,374,861.40",167,-7.35,29.00,-1.48,5.98,-0.41,622.28,587.52,752.00,359.30
323,USHL,31.83,692.00,711.90,671.30,674.49,679.00,-4.51,-0.01,681.60,"3,668.00",692.31,"2,500,109.30",53,-17.82,40.60,-2.57,6.05,-1.05,785.32,756.69,961.00,450.00
324,USLB,32.82,"1,831.50","1,960.00","1,782.00","1,829.81","1,821.00",8.81,0.00,"1,822.92","8,750.00","1,868.82","15,950,539.20",117,-39.01,178.00,-2.09,9.99,0.38,"1,656.38","1,640.12","2,363.30","1,320.00"
325,VLBS,30.21,805.00,805.00,783.30,787.55,790.00,-2.45,0.00,789.56,"7,737.00",804.00,"6,108,844.00",76,-16.45,21.70,-2.05,2.77,-0.26,884.85,909.24,"1,174.00",700.00
326,VLUCL,37.89,655.00,655.00,637.00,642.37,644.50,-2.13,0.00,640.84,"12,760.00",647.76,"8,177,100.70",122,-5.39,18.00,-0.83,2.83,0.24,684.60,669.35,816.00,445.10
327,WNLB,30.21,"2,752.00","2,754.00","2,627.00","2,670.32","2,649.00",21.32,0.01,"2,669.75","3,565.00","2,752.10","9,517,646.90",124,-81.78,127.00,-2.97,4.83,0.02,"2,855.14","2,587.73","4,271.00","1,290.00"
